account,account_value,classification,classification_reasons,closed_count,closed_realized_sum,current_position_cost,current_position_count,current_position_value,data_source,dominant_fill_coin,dominant_fill_share,excluded,fee_bps_recent,fees_recent,fill_coin_count,fill_count_capped_at_2000,fill_count_recent,fill_dirs,fill_end,fill_notional_recent,fill_start,join_date,largest_win,largest_win_to_pnl,margin_used,market,name,negative_risk_count_sample,not_trade_recommended,pnl_all_time,pnl_month,pnl_per_volume,position_count,position_notional,position_upnl,rank,roi_all_time,roi_month,top_closed_outcome,top_closed_realized,top_closed_share_of_positive_closed,top_closed_title,top_position_coin,top_position_leverage,top_position_share,top_position_value,trade_count,unique_event_count_sample,volume_month
0x6bb971430554e3af58fbd469bce46ab2359a2d23,4578312.056666,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,4641055.726666,2201059.621429,0.06484874,0,0,0,60,1.43234417,0.80908245,,,,,,0.0,0.0,0.0,,,33941438.16
0x06cecfbac34101ae41c88ebc2450f8602b3d164b,3381833.220533,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,14046164.940533,2199248.659211,0.31381131,0,0,0,61,3.66646205,0.67007547,,,,,,0.0,0.0,0.0,,,7008188.07
0xf02d16a272a842f8bac1d9a9e773aba1933454c6,19712833.910976,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,3218476.780976,2160627.009052,0.02212892,0,0,0,62,0.1740248,0.74839171,,,,,,0.0,0.0,0.0,,,97638178.17
0x4f7634c03ec4e87e14725c84913ade523c6fad5a,4229390.854109,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,42553169.964109,2159977.830301,0.04927838,0,0,0,63,1.42437211,0.30855087,,,,,,0.0,0.0,0.0,,,43832164.06
0xa445a0a15b1d50fa0c4bfe6796d9447e0da5329d,13903186.864606,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,7818759.444606,2150803.787442,0.00206254,0,0,0,64,0.88180586,0.33368485,,,,,,0.0,0.0,0.0,,,1042795091.11
0x7945772aa99d08bf90e91ff1e8e77d3c11c2a7e6,222.4589,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,1885575.67,2124385.54,0.00466796,0,0,0,65,1.52302598,2.1260103,,,,,,0.0,0.0,0.0,,,455099220.02
0xd67ca2c6f8bc84acf4fa4472b82a8740dc0a53ff,3274377.693959,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,2987703.313959,2119435.985936,0.00524447,0,0,0,66,1.93952601,1.47869671,,,,,,0.0,0.0,0.0,,,404127505.51
0xd3cb1823da2ff584dec3f49ef6a3eea51471e5bc,7959927.795597,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,9803386.275597,2082900.41078,0.0,0,0,0,67,2.4816945,0.289535,,,,,,0.0,0.0,0.0,,,0.0
0xdfd526409007db0d524a62dedaaba7706736d88e,23067085.73635,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,-1598451.55365,2034234.325394,0.04693814,0,0,0,68,-0.03694336,0.33201582,,,,,,0.0,0.0,0.0,,,43338625.65
0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,12576641.45288,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,10897714.94288,1987710.151105,0.00033459,0,0,0,69,0.959519,0.44455994,,,,,,0.0,0.0,0.0,,,5940696603.41
0x525232cb6ed5030d2b052b36bfc0baec96986ee3,7933034.014759,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,z3ro2,,True,-4359218.495241,1982531.381198,0.02123702,0,0,0,70,-0.35405532,0.96604235,,,,,,0.0,0.0,0.0,,,93352608.12
0xc6758a779bccee1ef0190dbe8292fdf44076795d,2135664.753381,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,4857063.033381,1967629.584977,0.06565246,0,0,0,71,13.55597054,0.82944796,,,,,,0.0,0.0,0.0,,,29970387.01
0xae6446c95cc4e455e9cf56f28757ab728d88e81e,11008404.676988,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,4824864.286988,1942699.824439,0.00260446,0,0,0,72,0.42239329,0.1828961,,,,,,0.0,0.0,0.0,,,745912865.01
0xa6ee1ed1ae80b8352603654b39f5e7b9bedd5078,4656267.309009,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,1718719.799009,1937474.081263,0.0008267,0,0,0,73,0.27049495,1.25430774,,,,,,0.0,0.0,0.0,,,2343623618.94
0x577ae91c7b74f04ddb3a5b399ded8318e9895fd2,165.770962,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,11049646.16,1931247.756397,0.02241535,0,0,0,74,2.68051632,0.14585495,,,,,,0.0,0.0,0.0,,,86157373.71
0x66f889094739dbb7d20aa60f645acd88feba75a9,1547590.385216,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,-425178.684784,1904580.889851,0.00494983,0,0,0,75,-0.07118619,0.5674066,,,,,,0.0,0.0,0.0,,,384776920.44
0x5559da6ec434c5723d0ce9c4da7f29e3f8a3d43b,7172635.671041,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,9571336.321041,1859942.778075,0.0,0,0,0,76,3.36363847,0.35008759,,,,,,0.0,0.0,0.0,,,0.0
0x49e96e255ba418d08e66c35b588e2f2f3766e1d0,28042816.801597,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,5023152.821597,1849558.167379,0.00131029,0,0,0,77,0.1603532,0.08383621,,,,,,0.0,0.0,0.0,,,1411565194.14
0xa87a233e8a7d8951ff790a2e39738086cb5f71b7,21547690.600022,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,40518439.820022,1833976.921859,22.20891002,0,0,0,78,1.28535315,1.00972076,,,,,,0.0,0.0,0.0,,,82578.43
0x350e33a777d510616fbdb483d1de3b50d1edfcfb,4084652.473689,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,15636152.153689,1825925.319542,0.00514113,0,0,0,79,115.97557788,1.43696421,,,,,,0.0,0.0,0.0,,,355160139.04
0x51f63885534cb494f4592a0311551f369bff2b39,4165725.886402,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,-1708833.273598,1710394.372227,0.01231119,0,0,0,80,-0.18817249,0.3020842,,,,,,0.0,0.0,0.0,,,138930109.36
0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,6412981.908482,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,23002877.368482,1698814.60588,0.00137328,0,0,0,81,1.12726655,0.21342259,,,,,,0.0,0.0,0.0,,,1237047663.05
0x3440f23a87f1950e7a88cd248fd270e92d1132c5,2925204.633292,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,4096877.463292,1698085.003358,0.02477454,0,0,0,82,0.39415533,0.85886425,,,,,,0.0,0.0,0.0,,,68541522.3
0x2d23b731e5f04996a2dfdbe434c7d922afdb5e00,7838593.121378,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,thank you JEFF,,True,20699228.051378,1697772.159611,0.007047,0,0,0,83,3.12547724,0.28678647,,,,,,0.0,0.0,0.0,,,240921095.93
0xdf9ea6ec3b7109935ccb4fb267e15ac1fb077ab1,3290438.474753,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,7970234.614753,1661629.807927,0.00010493,0,0,0,84,0.38814968,0.33336426,,,,,,0.0,0.0,0.0,,,15836028405.440004
0x9cc53c5af67fb83a16cc41f61e242bade875ab3d,2010589.168587,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,1745282.188587,1653339.929154,0.00200747,0,0,0,85,0.58316393,0.57660915,,,,,,0.0,0.0,0.0,,,823595591.57
0xaeaab54bbf65bfd6efed7d2eb68372298e3c2416,9100604.189142,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,1652218.559142,1652218.559142,0.00323539,0,0,0,86,0.22182237,0.22182237,,,,,,0.0,0.0,0.0,,,510670075.61
0x91a9cadcd7e36cbe8ff604cb634307d7b7643f70,4996422.172562,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,1696403.172562,1633000.986549,0.56076897,0,0,0,87,0.26934684,0.91030205,,,,,,0.0,0.0,0.0,,,2912074.47
0xc7290b4b308431a985fa9e3e8a335c2f7650517c,2204840.514419,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,6279999.724419,1578940.295847,0.19759826,0,0,0,88,2.15792005,0.34087987,,,,,,0.0,0.0,0.0,,,7990659.07
0x71dfc07de32c2ebf1c4801f4b1c9e40b76d4a23d,7643028.131554,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,VidaBWE,,True,15040317.071554,1514257.096784,0.26089566,0,0,0,89,2.18645833,0.46326846,,,,,,0.0,0.0,0.0,,,5804071.55
0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,11477177.703498,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,-3533474.09,1507253.476329,0.0074868,0,0,0,90,-0.18626598,0.15117548,,,,,,0.0,0.0,0.0,,,201321524.55
0x404ca2035b37bf2e83505134ebcf8d03babb5f03,1175732.200293,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,7007898.080293,1484898.370079,0.40262211,0,0,0,91,4.01061521,1.53476236,,,,,,0.0,0.0,0.0,,,3688069.66
0x418aa6bf98a2b2bc93779f810330d88cde488888,4900372.864367,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,35555312.504367,1484460.675661,0.01396835,0,0,0,92,2.53717514,1.79072544,,,,,,0.0,0.0,0.0,,,106273157.06
0xa8cde6a19789e4d7964ce0e3da14aa29291d7275,4812156.861469,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,-4550087.582655,1461028.128201,0.01123107,0,0,0,93,-0.53207316,0.57509371,,,,,,0.0,0.0,0.0,,,130088097.16
0x6355f7cf36b24044cd5b089a845113327d0ee58e,13933820.364303,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,7163035.544303,1457417.154622,0.00118589,0,0,0,94,0.17935884,0.03695789,,,,,,0.0,0.0,0.0,,,1228967866.28
0x484bc1608211d0604bf70bae72792a56884562f8,19083710.192591,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,3995135.852591,1457346.634245,0.03372765,0,0,0,95,0.20446138,0.18223394,,,,,,0.0,0.0,0.0,,,43209249.94
0xa65ce1d604fa901c13aa29f2126a57d9032e412b,11930927.968093,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,9192084.568093,1449004.325668,0.06754493,0,0,0,96,1.32121788,0.13832445,,,,,,0.0,0.0,0.0,,,21452450.33
0x4cd80aa0ce4881eb8679eda1f6fbe3d89aec0f7f,2181684.227966,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,2084504.926132,1429535.190085,0.11994247,0,0,0,97,0.64198516,0.99832324,,,,,,0.0,0.0,0.0,,,11918506.86
0x7839e2f2c375dd2935193f2736167514efff9916,12601018.872839,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,17077677.652839,1426659.724691,5.321e-05,0,0,0,98,2.14229757,0.20888712,,,,,,0.0,0.0,0.0,,,26809434231.780006
0x1f793d9f0368c1da329cb112212d81d521e7a9b8,3834713.936107,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,4409859.486107,1417278.938851,0.81215109,0,0,0,99,0.57448369,1.33304372,,,,,,0.0,0.0,0.0,,,1745092.7
0x4a96036fb1529561fa3eeeb2781fad2d4f25500e,3004686.941754,F_detail_pending_excluded,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,,,,,,fresh_api:leaderboard_only_detail_pending,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,13849884.741754,1408404.462436,0.11822181,0,0,0,100,2.77546633,0.79013632,,,,,,0.0,0.0,0.0,,,11913237.36
